id,created_at,text
1111734892595806210,2019-03-29 21:00:28,b'Can I buy Juul pods with the Starbucks app?'
1111734855094525952,2019-03-29 21:00:19,"b""We're hiring! Click to apply: shift supervisor - Store# 04007, ERIN MILLS &amp; BURNHAMTHORPE - https://t.co/zivmMfMxSj #Retail #Mississauga, ON"""
1111734848111013888,2019-03-29 21:00:17,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111734829291171848,2019-03-29 21:00:12,b'RT @annrafqh: tealive or starbucks ? mana satu pilihan warga twitter ? \n\nrt - tealive\n\xe2\x9d\xa4\xef\xb8\x8f - starbucks'
1111734828712513538,2019-03-29 21:00:12,"b'Sister wife is spoiling me with Starbucks, blessed with the best \xf0\x9f\xa5\xb0'"
1111734828691537920,2019-03-29 21:00:12,"b""RT @ArmyBrigade13: Put on your @PUMA's take your @LGMobileGlobal to call @Hyundai for a taxi to pick up your meal from @PandaExpress with a\xe2\x80\xa6"""
1111734817643593728,2019-03-29 21:00:10,"b""@bringerz I'm at Starbucks Coffee \xe9\x8a\x80\xe5\xba\xa7\xe3\x83\x9e\xe3\x83\xad\xe3\x83\x8b\xe3\x82\xa8\xe9\x80\x9a\xe3\x82\x8a\xe5\xba\x97"""
1111734810253369344,2019-03-29 21:00:08,b'RT @yuzarsiiiff: hala tiktok indirmedim hala starbucks gidip story atmad\xc4\xb1m hala pubg oynam\xc4\xb1yorum ve hala ingilizce whatsapp durumu yapmad\xc4\xb1m'
1111734784621834240,2019-03-29 21:00:02,b'RT @LDSawyer: I traveled all the way to Seattle just to get Starbucks and hang out in the @Seattle_School library. (No regrets.)'
1111734782784925696,2019-03-29 21:00:01,"b'Boom! Only get to number one before your true colours are outed. Will you be serving coffees in Starbucks, picking\xe2\x80\xa6 https://t.co/fjKclDanKf'"
1111734753336721408,2019-03-29 20:59:54,b'El subterr\xc3\xa1neo de este Starbucks es como un soft motel \xf0\x9f\x98\xb3\nTo many lovers'
1111734735322046464,2019-03-29 20:59:50,b'RT @annrafqh: tealive or starbucks ? mana satu pilihan warga twitter ? \n\nrt - tealive\n\xe2\x9d\xa4\xef\xb8\x8f - starbucks'
1111734726619029505,2019-03-29 20:59:48,b'RT @nasenikau: If you ever go to starbucks get their grilled cheese'
1111734707086086145,2019-03-29 20:59:43,b'RT @yuzarsiiiff: hala tiktok indirmedim hala starbucks gidip story atmad\xc4\xb1m hala pubg oynam\xc4\xb1yorum ve hala ingilizce whatsapp durumu yapmad\xc4\xb1m'
1111734665155674113,2019-03-29 20:59:33,b'*Working @Starbucks *\nCustomer: *is rude* I haven\xe2\x80\x99t had my coffee yet \nMe: https://t.co/ukTrujTOP0'
1111734641533300736,2019-03-29 20:59:28,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111734627524182016,2019-03-29 20:59:24,b'RT @OusaMedousa: My kids just ran upstairs to ask me if they could ask their dad (downstairs) to take them to Starbucks. In case you were w\xe2\x80\xa6'
1111734607584657409,2019-03-29 20:59:20,b'RT @itssskell: So you bought that whole ass coffee from Starbucks to make a video and throw it away....choices.... https://t.co/wcIaAJ5EVv'
1111734599191879685,2019-03-29 20:59:18,"b'Me estaba quedando dormida en Starbucks y enfrente estaba el R que me cagaba (qepd) y yo a \xc3\xa9l, le dije a mi novio:\xe2\x80\xa6 https://t.co/W7ulRzZknC'"
1111734597950160897,2019-03-29 20:59:17,"b'This job is now open at Starbucks in #MiramarBeach, FL. Follow us and turn on mobile alerts to hear about jobs like\xe2\x80\xa6 https://t.co/YydZEpEYrd'"
1111734586164207616,2019-03-29 20:59:15,b'RT @marisabroffman: There\xe2\x80\x99s nothing like a Starbucks cake pop'
1111734569982664716,2019-03-29 20:59:11,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111734515444133888,2019-03-29 20:58:58,"b""It's Wrestlemania season. You have to fight for everything at anytime almost everywhere. Bodyslams on the subway. S\xe2\x80\xa6 https://t.co/NV9y37RqFO"""
1111734497911980034,2019-03-29 20:58:53,"b'RT @vnvbel: starbucks matcha green tea frap with soy milk 2 pumps of vanilla, you\xe2\x80\x99re welcome \xf0\x9f\x92\xa3'"
1111734476915265536,2019-03-29 20:58:48,"b'I spent this morning and afternoon with this one on a shopping trip, Starbucks run, and an afternoon play date with\xe2\x80\xa6 https://t.co/B0y2PleAgU'"
1111734438080073728,2019-03-29 20:58:39,"b'Don\'t submit then quit. Apply for jobs like ""assistant store manager - Longmont, CO"" at Starbucks, then look for pe\xe2\x80\xa6 https://t.co/7xahp2lsnw'"
1111734410016116742,2019-03-29 20:58:33,b'why do ppl only have to tweet for clout ion get it like what\xe2\x80\x99s wrong w a normal tweet like tweeting about ur day an\xe2\x80\xa6 https://t.co/QwikIfN3Yx'
1111734405515612162,2019-03-29 20:58:31,b'God I love working at Starbucks'
1111734367380922368,2019-03-29 20:58:22,"b""@michemartinez7 We'll thank you now. It's amazing to be on flavor cloud 9!"""
1111734310929756160,2019-03-29 20:58:09,"b""We're hiring! Click to apply: shift supervisor - Store# 04324, GATEWAY SOUTH/CHAPTERS - https://t.co/ubngb6nfLq #Retail #Calgary, AB"""
1111734307037564928,2019-03-29 20:58:08,b'wats starbucks?? space coins???'
1111734297038372865,2019-03-29 20:58:06,"b""@Starbucks it's 2019 and y'all have the nerve to be still charging extra for almond milk fuck outta here"""
1111734274326233093,2019-03-29 20:58:00,"b'Aparte de que letra es tan sutil como un batazo, suena a himno de Starbucks commies.'"
1111734247990181894,2019-03-29 20:57:54,"b'Sinceramente o starbucks n \xc3\xa9  nada perto do cafezinho da minha av\xc3\xb3, sorry'"
1111734222903865345,2019-03-29 20:57:48,"b""If you're looking for work in #Seattle, WA, check out this #HR job via the link in our bio: organization &amp; partner\xe2\x80\xa6 https://t.co/pgD9AOExqN"""
1111734199264993281,2019-03-29 20:57:42,b'RT @groovyhooman: Peep my #Youtube : \xf0\x9f\xa4\xa9\nhttps://t.co/X7vcK1CfZw\n\nPeep my #Soundcloud : \xf0\x9f\xa4\xaf\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\x92\xbbhttps://t.co/srghcWHNN8\n\nIG: #lixthesixtoy \n#mus\xe2\x80\xa6'
1111734195271811072,2019-03-29 20:57:41,"b""RT @Starbucks_J: \xe6\x9c\xac\xe6\x97\xa5(3/29)\xe3\x82\x88\xe3\x82\x8a\xe3\x80\x81\xe5\x85\xa8\xe5\x9b\xbd1,413\xe5\xba\x97\xe8\x88\x97\xe3\x81\xae\xe3\x80\x8eOur Store's Coffee\xe3\x80\x8f\xe3\x81\x8c\xe7\x99\xbb\xe5\xa0\xb4\xe2\x98\x95\xef\xb8\x8f\xe3\x81\x8a\xe8\xbf\x91\xe3\x81\x8f\xe3\x81\xae\xe5\xba\x97\xe8\x88\x97\xe3\x81\xab\xe3\x81\xaf\xe3\x80\x81\xe3\x81\xa9\xe3\x82\x93\xe3\x81\xaa\xe3\x83\x89\xe3\x83\xaa\xe3\x83\xb3\xe3\x82\xaf\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xf0\x9f\x98\x8a \xe5\x85\xa8\xe5\x9b\xbd\xe3\x81\xae #OURSTORESCOFFEE \xe3\x81\x8b\xe3\x82\x89\xe3\x80\x81\xe4\xbb\x8a\xe3\x81\xae\xe6\xb0\x97\xe5\x88\x86\xe3\x81\xab\xe3\x81\xb4\xe3\x81\xa3\xe3\x81\x9f\xe3\x82\x8a\xe3\x81\xae1\xe6\x9d\xaf\xe3\x82\x92\xe3\x81\x8a\xe5\xb1\x8a\xe3\x81\x91\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82 https:/\xe2\x80\xa6"""
1111734194626093056,2019-03-29 20:57:41,b'RT @_HeavyDinozaur: nie wierz\xc4\x99 \xc5\xbce ludzie mieszkaj\xc4\x85cy 2 kilometry od warszawy podczas wycieczek robi\xc4\x85 zdj\xc4\x99cia miejscom takim jak starbucks j\xe2\x80\xa6'
1111734187227312128,2019-03-29 20:57:39,b'I have been working a week and half the Starbucks employees know me. https://t.co/7fQDAlWPxJ'
1111734158089469952,2019-03-29 20:57:32,b'\xe2\x80\x9cThis is smile number 2.\xe2\x80\x9d #MollyJo @ Starbucks https://t.co/hHVAsXeomy'
1111734157665861632,2019-03-29 20:57:32,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111734155111514114,2019-03-29 20:57:32,"b'Right so I was taking to this lad the other day, we\xe2\x80\x99ve been messaging, and then we met up and Ik when I like a lad\xe2\x80\xa6 https://t.co/iUJWLntSHi'"
1111734147217846282,2019-03-29 20:57:30,b'I got me and Nolan Starbucks today and he tells me \xe2\x80\x9cI know most girls like Starbucks.\xe2\x80\x9d I ask him how he knows. He s\xe2\x80\xa6 https://t.co/nrAXKpfnc4'
1111734097670557697,2019-03-29 20:57:18,"b'@Kowenmoffor Exactly. We were buying $30 pagers, not $900 iphones. We didnt drink $8 starbucks daily. We wore cloth\xe2\x80\xa6 https://t.co/C5wdL6uZrE'"
1111734087528534016,2019-03-29 20:57:16,b'RT @TrevWall: Every Starbucks in the world has the same people. https://t.co/c6THQ5NQNh'
1111734084156444673,2019-03-29 20:57:15,"b'Getting a free sandwich (@ Starbucks in Irvine, CA) https://t.co/vM4TaoDzuf'"
1111734076585709568,2019-03-29 20:57:13,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111734068431982594,2019-03-29 20:57:11,"b'RT @WisdomOfDan: Starbucks: ""What\'s Your Name?""\n\nMe: ""Dan""\n\nStarbucks: ""You can pick your drink up at the other counter"" https://t.co/eBTil\xe2\x80\xa6'"
1111734029664092162,2019-03-29 20:57:02,b'Is starbucks wifi good'
1111734004120723459,2019-03-29 20:56:56,b'@karlitaa93 @Starbucks Yeah those hoes did the same thing to me a couple days ago!!'
1111734001243308032,2019-03-29 20:56:55,"b""@thealyssanava Don't be depresso, we're working quickly to restock and get you back on espresso cloud 9!"""
1111733981832249344,2019-03-29 20:56:50,b'RT @KHCologna: @rrrvke Starbucks corporate office lookin at this thread like https://t.co/VaZk3JX3Y1'
1111733973561032704,2019-03-29 20:56:48,"b'@ddiegohernandez but wut if i only have 1 flower tat &amp; septum piercing? ooouuu ik i\xe2\x80\x99ll add a starbucks cup, will that count?!'"
1111733971405164544,2019-03-29 20:56:48,"b'At Starbucks eavesdropping like \xf0\x9f\x91\x80\xe2\x98\x95\xf0\x9f\x91\x82\n\nMan - ""How are you stupid and pretty?"" \nWoman: - ""I\'m pretty so you would be a\xe2\x80\xa6 https://t.co/s5P2wEFIMG'"
1111733969949732868,2019-03-29 20:56:48,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111733956167241728,2019-03-29 20:56:44,"b'starbucks matcha green tea frap with soy milk 2 pumps of vanilla, you\xe2\x80\x99re welcome \xf0\x9f\x92\xa3'"
1111733921857880065,2019-03-29 20:56:36,"b""''Starbucks : amaurie \nR\xc3\xa9alit\xc3\xa9 : Amaury''\nDiantre ! Charbovari ! Ventre Saint gris !"""
1111733904614932480,2019-03-29 20:56:32,b'The barista at Starbucks today told me my outfit today was goals and I nearly cried'
1111733883945529345,2019-03-29 20:56:27,"b'RT @dancing_bratz: you really went to Starbucks, bought a drink then threw it away for clout.... ELECTRIC CHAIR!!!\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x9a\x96\xef\xb8\x8f https://t.co/yNdq5v\xe2\x80\xa6'"
1111733880803987456,2019-03-29 20:56:26,b'Mc donals ve starbucks sizi \xc3\xa7ok seviyorum'
1111733866484633600,2019-03-29 20:56:23,"b'Ah, but things could be worse!\n\nFor instance, Zimbabwe in 2008 had an annual inflation rate in excess of 231 MILLIO\xe2\x80\xa6 https://t.co/2qZ74upEqY'"
1111733860423909382,2019-03-29 20:56:21,b'I just let out an incredible blast as the Starbucks Barista took my order.  Good length and sound \xf0\x9f\x92\xa8'
1111733817864126464,2019-03-29 20:56:11,b'My friend calls me boring for drinking black coffee at Starbucks. I call me the only one not waiting 10 minutes for my drink.'
1111733806673940482,2019-03-29 20:56:09,"b'RT @xallieeee: So you drove to Starbucks, decided on what to get, waited in line, told the barista your name, waited for your name to be ca\xe2\x80\xa6'"
1111733803607822336,2019-03-29 20:56:08,b'RT @fiorellaamh: Starbucks est\xc3\xa1 sobrevalorado?\n (Hagan RT porfa necesito sacar bastantes resultados con las preguntas que har\xc3\xa9 sobre esto)'
1111733801233850368,2019-03-29 20:56:07,b'RT @vkylegracey: People say they love to drink and appreciate coffee and then go to Starbucks everyday and order an iced coffee with extra\xe2\x80\xa6'
1111733790160769024,2019-03-29 20:56:05,b'RT @finalisW: [\xe0\xb9\x81\xe0\xb8\x88\xe0\xb8\x81] \xe0\xb9\x80\xe0\xb8\x99\xe0\xb8\xb7\xe0\xb9\x88\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x88\xe0\xb8\xb2\xe0\xb8\x81\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\x81\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb4\xe0\xb8\xa5\xe0\xb8\xb9\xe0\xb8\x81\xe0\xb8\x8a\xe0\xb8\xb2\xe0\xb8\xa2\xe0\xb8\x84\xe0\xb8\x99\xe0\xb8\xab\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x84\xe0\xb8\xb8\xe0\xb8\x93\xe0\xb9\x81\xe0\xb8\xa1\xe0\xb9\x88 \xe0\xb9\x81\xe0\xb8\x88\xe0\xb8\x81 &gt; \xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb9\x81\xe0\xb8\xa5\xe0\xb8\xb0 STARBUCKS CARD \xe0\xb8\xa5\xe0\xb8\xb2\xe0\xb8\xa2 \xf0\x9f\x8e\x82 \xe0\xb9\x83\xe0\xb8\xab\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb8\x8b\xe0\xb8\xad 1 \xe0\xb8\x84\xe0\xb8\x99\xe0\xb8\x84\xe0\xb9\x88\xe0\xb8\xb0 \xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\x94\xe0\xb8\x99\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\xa1\xe0\xb8\xb5\xe0\xb8\x99\xe0\xb8\xb8\xe0\xb9\x88\xe0\xb8\xa1\xe0\xb9\x86\xe0\xb8\x9e\xe0\xb8\xa3\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\xa1\xe2\x80\xa6'
1111733762696437760,2019-03-29 20:55:58,"b""Want to work at Starbucks? We're hiring in #Winnipeg, MB! Click for details: https://t.co/OInJIGPOu3 #Retail"""
1111733747483701248,2019-03-29 20:55:55,b'RT @aliciajwyu: Pepperdine Dining Allignments\n\nLawful Good: law school caf\nNeutral Good: Nature\xe2\x80\x99s Edge\nChaotic Good: Oasis pizza\nLawful Neu\xe2\x80\xa6'
1111733718534815744,2019-03-29 20:55:48,"b""Cold tea for a hot day \xf0\x9f\x98\x8e. It's too soon for summer \xf0\x9f\x8c\x9e. #selfie #Teavana #Starbucks https://t.co/yIjWNPZXMD https://t.co/vSSDD7lepq"""
1111733715061760000,2019-03-29 20:55:47,b'@Rammuffins Yessssss. Idk if I told you but I\xe2\x80\x99m moving back to Norwalk. As soon as I move back we should have a Starbucks date \xe2\x9d\xa4\xef\xb8\x8f'
1111733701107429376,2019-03-29 20:55:44,"b'RT @_happygolucky_: Props to @BlazePizza for getting rid of straws cold turkey. @Starbucks, take note.'"
1111733693842755584,2019-03-29 20:55:42,"b""@maphiagurl Oh, no! I'm so sorry for the trouble you had with your Birthday Reward. How frustrating! I'd be glad to\xe2\x80\xa6 https://t.co/qEHTuhNKM4"""
1111733674914074630,2019-03-29 20:55:37,b'@starbucks #coffee https://t.co/vePVS7eggG'
1111733670866382848,2019-03-29 20:55:36,b'Haven\xe2\x80\x99t seen as much celebration over @Starbucks nitro cold brew as I think it deserves. It\xe2\x80\x99s fantastic! But does a\xe2\x80\xa6 https://t.co/VnaNZyZp4o'
1111733670715387904,2019-03-29 20:55:36,b'RT @annrafqh: tealive or starbucks ? mana satu pilihan warga twitter ? \n\nrt - tealive\n\xe2\x9d\xa4\xef\xb8\x8f - starbucks'
1111733666533642240,2019-03-29 20:55:35,"b'I mean, can you consider yourself a true Dunkies rep if you also drink Starbucks on occasion? https://t.co/tzNMwd2MGb'"
1111733634996809728,2019-03-29 20:55:28,b'if u ever need to charge up in the east village. the astor place starbucks has the BEST chargers'
1111733624179707904,2019-03-29 20:55:25,b'@IamHER_TWOOD @tulsalibrary @Starbucks @SMTulsa I miss you all too but catching up on tips from @SMTulsa via hashtag \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd'
1111733587081076736,2019-03-29 20:55:16,"b""I'm at @Starbucks in Kuwait City, Al Asimah w/ @jj52_x @wmalanzze @almarzoug46 https://t.co/oWZtMMNnGI"""
1111733584598130688,2019-03-29 20:55:16,b'RT @HelmOfATime: just saw a cop walk into starbucks and my first instinct was to hide my drink and run to the bathroom.. so that\xe2\x80\x99s how my d\xe2\x80\xa6'
1111733584312893443,2019-03-29 20:55:16,b'Perfect @Starbucks pick me up at the end of a hectic week #tgif https://t.co/kBWWkW1vCu'
1111733577132244993,2019-03-29 20:55:14,b'RT @MomsForBeto: The first deadline is on Monday! It is CRUCIAL to show everyone just how strong BetoNation is. \n\nJoin us in skipping Starb\xe2\x80\xa6'
1111733573306990592,2019-03-29 20:55:13,b'#orthographe Starbucks ... https://t.co/XlIsF9AaVj'
1111733564314402818,2019-03-29 20:55:11,"b'RT @CrankGameplays: I would like to thank Starbucks Double Shots for fueling my mind, body, and soul during this time of PAX Prep.'"
1111733561240047616,2019-03-29 20:55:10,"b'Starbucks: ""What\'s Your Name?""\n\nMe: ""Dan""\n\nStarbucks: ""You can pick your drink up at the other counter"" https://t.co/eBTil2Rj0h'"
1111733545159090176,2019-03-29 20:55:06,"b'RT @arcadeseals: [window shopping]\n\nstarbucks employee: for the last time sir, they are not for sale'"
1111733528918523904,2019-03-29 20:55:02,b'Could Starbucks\xe2\x80\x99 Revamped Rewards Alienate Customers? https://t.co/rvkMkg2MAM https://t.co/m5C3Uug6yZ'
1111733499483119619,2019-03-29 20:54:55,"b""I'm at @Starbucks in Kuwait City, Al Asimah w/ @jj52_x @mem65_ https://t.co/5KgZMe7OOY"""
1111733496333156358,2019-03-29 20:54:55,b'@Starbucks can you answer my dm'
1111733484547133445,2019-03-29 20:54:52,b'@sweeteneryuh i don\xe2\x80\x99t go starbucks \xf0\x9f\x98\xab'
1111733481761980416,2019-03-29 20:54:51,"b""@CamilleRhoades No need to put it back if it doesn't go away. The Caramel Cloud Macchiato is here to stay!"""
1111733461633650688,2019-03-29 20:54:46,b'i walked into starbucks and i was greeted by my first name... i come here too often.'
1111733437801480192,2019-03-29 20:54:41,b'@TOAcornNews Just make an Starbucks Store. \xc2\xa1\xc2\xa1\xc2\xa1No big deal.'
1111733436962750464,2019-03-29 20:54:41,"b""I'm at Starbucks in Maselah, Hawalli Governorate w/ @4aaxx @aldoseri7xx https://t.co/ukaqr4UTe8"""
1111733434546716672,2019-03-29 20:54:40,b'@AriaSaki Nespresso is so op omfg I barely go to Starbucks now bc of it'
1111733411775942656,2019-03-29 20:54:35,b'@Starbucks     *Racist be like*\xf0\x9f\x98\x82 https://t.co/UmgGe06QCp'
1111733398584918016,2019-03-29 20:54:31,b'[\xe2\x98\x95\xef\xb8\x8f] \xe2\x80\x94 #Starbucks1fsMeeting! \n\nDurante esta tarde tuve una importante reuni\xc3\xb3n junto al equipo de Starbucks ya que \xc2\xa1\xe2\x80\xa6 https://t.co/foR4UTLxjm'
1111733394394640384,2019-03-29 20:54:30,b'RT @jailenelopez14: Banana nut bread from Starbucks is the \xf0\x9f\x92\xa3'
1111733382835245056,2019-03-29 20:54:28,b'estoy en starbucks sentada al lado de una familia entera DISFRAZADOS DE PERSONAJES DEL CHAVO esto es hermoso'
1111733360995520513,2019-03-29 20:54:22,b'who needs starbucks when guys here purposely misspell my name'
1111733354225905664,2019-03-29 20:54:21,"b""@cat_writes_604 @Starbucks Same with @TimHortons ... though they trust you less to return it, which is fair, I've s\xe2\x80\xa6 https://t.co/E39znWP3uZ"""
1111733350417481729,2019-03-29 20:54:20,"b'@AmericxnPatriot I only take cash, paypal, and Starbucks coffees.'"
1111733337964503040,2019-03-29 20:54:17,"b'Don\'t submit then quit. Apply for jobs like ""shift supervisor - Store# 51657, Copiague"" at Starbucks, then look for\xe2\x80\xa6 https://t.co/Qus94HnqCv'"
1111733337016754179,2019-03-29 20:54:17,b'@DeniseDresserG @SEDENAmx Y tu nieve de que la quieres Cleopatra?\n\nQue mas? Te ofrezco un cafecito starbucks mientr\xe2\x80\xa6 https://t.co/D2OqmTaNWk'
1111733305345490944,2019-03-29 20:54:09,b'Peep my #Youtube : \xf0\x9f\xa4\xa9\nhttps://t.co/X7vcK1CfZw\n\nPeep my #Soundcloud : \xf0\x9f\xa4\xaf\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xf0\x9f\x92\xbbhttps://t.co/srghcWHNN8\n\nIG: #lixthesixtoy\xe2\x80\xa6 https://t.co/scgsPrq8wh'
